"","date","batters","pitches","PA","pitchersFaced","calledStrikes","whiffs","swings","BIP","H","BIPouts","BB","SO","outsideZone","badCalls"
"1",2022-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2022-04-07,99,16.7878787878788,4.21212121212121,2.8989898989899,2.93939393939394,1.85858585858586,7.38383838383838,2.78787878787879,0.838383838383838,1.8989898989899,0.424242424242424,0.898989898989899,8.74747474747475,0.464646464646465
"3",2022-04-08,186,16.5645161290323,4.35483870967742,3.16129032258065,2.59677419354839,1.98387096774194,7.90860215053763,2.95698924731183,0.956989247311828,1.94623655913978,0.397849462365591,0.924731182795699,8.14516129032258,0.247311827956989
"4",2022-04-09,203,15.7881773399015,4.13793103448276,2.72413793103448,2.66502463054187,1.86206896551724,7.47290640394089,2.76354679802956,0.827586206896552,1.90147783251232,0.315270935960591,0.970443349753695,7.94581280788177,0.344827586206897
"5",2022-04-10,227,17,4.33039647577093,3.19823788546256,2.82378854625551,1.85022026431718,7.79735682819383,2.94273127753304,0.977973568281938,1.92511013215859,0.414096916299559,0.92511013215859,8.51982378854625,0.325991189427313
"6",2022-04-11,169,17.0532544378698,4.35502958579882,3.0414201183432,2.6508875739645,1.96449704142012,8.0887573964497,2.94674556213018,1,1.88165680473373,0.402366863905325,0.93491124260355,8.43786982248521,0.325443786982249
"7",2022-04-12,221,17.4751131221719,4.38914027149321,3.23529411764706,2.89140271493213,1.89140271493213,7.75565610859729,2.90950226244344,0.923076923076923,1.94117647058824,0.470588235294118,0.918552036199095,9.21719457013575,0.375565610859729
"8",2022-04-13,169,16.9940828402367,4.37869822485207,2.84615384615385,2.6094674556213,1.98224852071006,8.32544378698225,2.84023668639053,0.946745562130177,1.85798816568047,0.396449704142012,1.04733727810651,8.3491124260355,0.248520710059172
"9",2022-04-14,166,16.8493975903614,4.34939759036145,2.81325301204819,2.94578313253012,1.90963855421687,7.8855421686747,2.99397590361446,1.03614457831325,1.89759036144578,0.373493975903614,0.94578313253012,8.12048192771084,0.313253012048193
"10",2022-04-15,216,17.1203703703704,4.35185185185185,2.91203703703704,2.94444444444444,1.8287037037037,7.84259259259259,2.86111111111111,0.898148148148148,1.94907407407407,0.384259259259259,1.01388888888889,8.57407407407407,0.407407407407407
"11",2022-04-16,210,16.4619047619048,4.23809523809524,2.99047619047619,2.87142857142857,1.71904761904762,7.5,3.00952380952381,0.957142857142857,2.0047619047619,0.357142857142857,0.842857142857143,8.2,0.380952380952381
"12",2022-04-17,213,16.8262910798122,4.26760563380282,2.92957746478873,2.74647887323944,1.69953051643192,7.55399061032864,2.78403755868545,0.863849765258216,1.84507042253521,0.497652582159624,0.910798122065728,8.52112676056338,0.248826291079812
"13",2022-04-18,118,16.364406779661,4.16101694915254,2.66949152542373,2.65254237288136,1.91525423728814,7.84745762711864,2.77118644067797,0.855932203389831,1.8728813559322,0.372881355932203,0.966101694915254,8.33898305084746,0.372881355932203
"14",2022-04-19,210,18.1666666666667,4.62380952380952,3.06190476190476,3.0952380952381,1.85714285714286,8.32857142857143,3.15714285714286,0.919047619047619,2.1952380952381,0.433333333333333,0.985714285714286,9.16190476190476,0.385714285714286
"15",2022-04-20,204,16.9264705882353,4.37745098039216,2.79411764705882,2.87745098039216,1.8921568627451,7.98039215686275,2.9656862745098,0.887254901960784,2.00490196078431,0.352941176470588,0.980392156862745,8.37254901960784,0.352941176470588
"16",2022-04-21,135,16.0222222222222,4.2,2.83703703703704,2.6962962962963,1.65925925925926,7.63703703703704,2.92592592592593,0.933333333333333,1.94814814814815,0.340740740740741,0.874074074074074,7.93333333333333,0.392592592592593
"17",2022-04-22,199,16.5477386934673,4.17587939698493,2.80904522613065,2.74874371859296,1.80904522613065,7.88442211055276,2.8643216080402,0.914572864321608,1.91959798994975,0.346733668341709,0.939698492462312,8.17587939698493,0.396984924623116
"18",2022-04-23,222,17.8468468468468,4.54054054054054,3.09009009009009,3.01351351351351,1.95045045045045,8.46396396396396,3.08108108108108,1.0045045045045,2.04054054054054,0.382882882882883,1.02252252252252,8.54054054054054,0.369369369369369
"19",2022-04-24,222,17.0315315315315,4.45945945945946,3.07657657657658,2.66216216216216,2.00900900900901,8.02702702702703,2.93693693693694,0.936936936936937,1.95045045045045,0.441441441441441,1.0045045045045,8.58558558558559,0.265765765765766
"20",2022-04-25,94,15.7340425531915,4.12765957446809,2.27659574468085,2.42553191489362,1.90425531914894,7.73404255319149,2.95744680851064,0.851063829787234,2.06382978723404,0.24468085106383,0.882978723404255,7.85106382978723,0.329787234042553
"21",2022-04-26,221,17.2669683257919,4.29411764705882,2.86425339366516,2.88235294117647,1.84162895927602,8.1447963800905,2.92760180995475,0.900452488687783,1.97285067873303,0.389140271493213,0.886877828054299,8.5972850678733,0.34841628959276
"22",2022-04-27,222,16.9054054054054,4.22972972972973,2.92792792792793,2.7972972972973,1.95495495495495,7.9009009009009,2.81981981981982,0.878378378378378,1.91441441441441,0.36036036036036,0.972972972972973,8.37837837837838,0.342342342342342
"23",2022-04-28,184,16.5163043478261,4.23369565217391,2.73369565217391,2.6195652173913,1.81521739130435,7.86413043478261,2.85326086956522,0.875,1.91847826086957,0.380434782608696,0.923913043478261,8.25,0.304347826086957
"24",2022-04-29,218,17.5183486238532,4.39908256880734,3.05963302752294,2.93577981651376,1.95412844036697,8.10091743119266,3.01376146788991,1.07339449541284,1.91284403669725,0.362385321100917,0.944954128440367,8.6743119266055,0.435779816513761
"25",2022-04-30,201,16.2487562189055,4.23383084577114,2.5771144278607,2.7363184079602,1.85074626865672,7.78606965174129,2.86567164179104,0.786069651741294,1.99502487562189,0.36318407960199,0.945273631840796,7.96019900497512,0.328358208955224
"26",2022-05-01,227,17.079295154185,4.37444933920705,2.784140969163,2.69603524229075,1.83700440528634,8.21145374449339,2.98678414096916,1.03083700440529,1.88105726872247,0.370044052863436,0.94273127753304,8.56387665198238,0.3215859030837
"27",2022-05-02,101,15.7227722772277,4.05940594059406,2.40594059405941,2.64356435643564,1.81188118811881,7.79207920792079,2.89108910891089,0.841584158415842,2.02970297029703,0.188118811881188,0.910891089108911,7.68316831683168,0.396039603960396
"28",2022-05-03,189,16.6507936507937,4.44973544973545,2.75661375661376,2.68253968253968,1.64021164021164,7.98941798941799,3.26984126984127,0.994708994708995,2.23280423280423,0.306878306878307,0.82010582010582,7.98412698412698,0.333333333333333
"29",2022-05-04,224,18.3258928571429,4.73660714285714,3.04017857142857,2.91517857142857,1.87946428571429,8.59821428571429,3.24107142857143,1,2.20089285714286,0.459821428571429,0.973214285714286,8.9375,0.348214285714286
"30",2022-05-05,157,16.2229299363057,4.23566878980892,2.68789808917197,2.78980891719745,1.74522292993631,7.95541401273885,2.99363057324841,1.09554140127389,1.86624203821656,0.235668789808917,0.929936305732484,7.67515923566879,0.254777070063694
"31",2022-05-06,124,16.4112903225806,4.2258064516129,2.66129032258065,2.5,1.66935483870968,7.79032258064516,2.82258064516129,0.830645161290323,1.93548387096774,0.467741935483871,0.895161290322581,8,0.25
"32",2022-05-07,198,20.1464646464646,5.14141414141414,3.29292929292929,3.31818181818182,2.23232323232323,9.42929292929293,3.44444444444444,1.11111111111111,2.29292929292929,0.52020202020202,1.12626262626263,10.0959595959596,0.358585858585859
"33",2022-05-08,233,19.0257510729614,4.7725321888412,3.05579399141631,3.09012875536481,2.05579399141631,8.82403433476395,3.17596566523605,0.939914163090129,2.16738197424893,0.416309012875536,1.12017167381974,9.39914163090129,0.36480686695279
"34",2022-05-09,156,16.7435897435897,4.33333333333333,2.67948717948718,2.86538461538462,1.80128205128205,7.82692307692308,3.00641025641026,1.06410256410256,1.89102564102564,0.333333333333333,0.942307692307692,8.19230769230769,0.358974358974359
"35",2022-05-10,240,18.0125,4.55,2.89166666666667,2.84583333333333,2.0125,8.70416666666667,3.05,1.02083333333333,1.98333333333333,0.408333333333333,1.01666666666667,8.75833333333333,0.341666666666667
"36",2022-05-11,217,16.8709677419355,4.36405529953917,3.02764976958525,2.55299539170507,1.94009216589862,8.19815668202765,3.02304147465438,0.995391705069124,1.96774193548387,0.341013824884793,0.930875576036866,8.20276497695852,0.202764976958525
"37",2022-05-12,117,16.8461538461538,4.30769230769231,2.91452991452991,2.5042735042735,2,8.1025641025641,2.97435897435897,0.888888888888889,2.05982905982906,0.41025641025641,0.897435897435897,8.28205128205128,0.299145299145299
"38",2022-05-13,226,17.0044247787611,4.46017699115044,2.61946902654867,2.70796460176991,1.86283185840708,8.13274336283186,3.10176991150442,1.00442477876106,2.03097345132743,0.380530973451327,0.915929203539823,8.48230088495575,0.309734513274336
"39",2022-05-14,223,17.542600896861,4.44843049327354,2.82511210762332,2.88340807174888,1.81165919282511,8.21076233183856,3.1390134529148,1.00448430493274,2.05829596412556,0.36322869955157,0.89237668161435,8.79820627802691,0.345291479820628
"40",2022-05-15,207,16.8164251207729,4.30434782608696,2.65700483091787,2.5024154589372,1.99033816425121,8.24154589371981,2.8792270531401,0.8743961352657,1.93236714975845,0.357487922705314,0.990338164251208,8.24154589371981,0.246376811594203
"41",2022-05-16,171,16.3508771929825,4.23391812865497,2.67251461988304,2.60818713450292,1.76608187134503,7.88888888888889,2.93567251461988,0.912280701754386,1.97076023391813,0.327485380116959,0.906432748538012,7.99415204678363,0.245614035087719
"42",2022-05-17,252,18.9920634920635,4.88888888888889,3.10714285714286,3.28571428571429,1.9484126984127,8.96428571428571,3.34126984126984,1.12301587301587,2.15873015873016,0.424603174603175,1.07142857142857,9.01190476190476,0.317460317460317
"43",2022-05-18,206,16.7572815533981,4.33495145631068,2.78155339805825,2.75242718446602,1.98543689320388,7.88834951456311,2.98058252427184,1.01456310679612,1.91747572815534,0.315533980582524,0.975728155339806,8.6504854368932,0.436893203883495
"44",2022-05-19,126,17.4761904761905,4.35714285714286,2.74603174603175,2.6984126984127,1.80952380952381,8.40476190476191,3.03174603174603,1.1031746031746,1.88888888888889,0.388888888888889,0.888888888888889,8.36507936507937,0.261904761904762
"45",2022-05-20,197,16.8477157360406,4.36040609137056,2.83756345177665,2.82741116751269,1.77157360406091,8.03553299492386,3.08629441624365,0.969543147208122,2.05583756345178,0.314720812182741,0.903553299492386,8.13705583756345,0.314720812182741
"46",2022-05-21,222,17.0945945945946,4.45945945945946,2.8963963963964,2.81981981981982,1.81531531531532,8.20720720720721,3.16216216216216,1.06756756756757,2.04054054054054,0.297297297297297,0.945945945945946,8.28378378378378,0.301801801801802
"47",2022-05-22,239,17.2468619246862,4.55648535564854,2.80334728033473,2.72384937238494,1.97907949790795,8.39330543933054,3.2510460251046,1.02928870292887,2.13807531380753,0.322175732217573,0.924686192468619,8.56485355648535,0.397489539748954
"48",2022-05-23,184,17.2173913043478,4.39130434782609,2.70652173913043,2.7554347826087,1.83695652173913,8.07608695652174,3.02173913043478,1.02717391304348,1.97282608695652,0.418478260869565,0.907608695652174,8.70108695652174,0.342391304347826
"49",2022-05-24,234,17.3717948717949,4.47435897435897,2.81623931623932,2.68803418803419,1.98717948717949,8.42307692307692,3.06410256410256,1.14529914529915,1.90598290598291,0.341880341880342,1.01282051282051,8.60683760683761,0.311965811965812
"50",2022-05-25,188,17.1117021276596,4.21276595744681,2.70212765957447,2.65957446808511,2.02659574468085,8.05851063829787,2.66489361702128,0.829787234042553,1.79787234042553,0.441489361702128,1.06914893617021,8.88829787234043,0.308510638297872
"51",2022-05-26,176,16.5852272727273,4.38636363636364,2.67045454545455,2.69886363636364,1.64772727272727,7.94318181818182,3.23863636363636,1.125,2.0625,0.340909090909091,0.767045454545455,7.99431818181818,0.295454545454545
"52",2022-05-27,176,16.7613636363636,4.31818181818182,2.71590909090909,2.66477272727273,1.78977272727273,8.07386363636364,3.04545454545455,1.05113636363636,1.94886363636364,0.369318181818182,0.840909090909091,8.40909090909091,0.323863636363636
"53",2022-05-28,242,18.0206611570248,4.80165289256198,2.9297520661157,3.01239669421488,1.7603305785124,8.52479338842975,3.48760330578512,1.20661157024793,2.22314049586777,0.371900826446281,0.87603305785124,8.71900826446281,0.309917355371901
"54",2022-05-29,222,16.9774774774775,4.35585585585586,2.74324324324324,2.87837837837838,1.75225225225225,7.84234234234234,3.03603603603604,0.932432432432432,2.04504504504505,0.355855855855856,0.905405405405405,8.39189189189189,0.256756756756757
"55",2022-05-30,192,17.4270833333333,4.546875,2.86458333333333,2.859375,1.98958333333333,8.27083333333333,3.15625,1.09375,2.03125,0.359375,0.958333333333333,8.75,0.364583333333333
"56",2022-05-31,224,17.8125,4.55803571428571,2.85714285714286,2.79017857142857,1.88392857142857,8.54910714285714,3.17857142857143,1.07589285714286,2.05803571428571,0.361607142857143,0.933035714285714,9.05357142857143,0.308035714285714
"57",2022-06-01,216,17.8287037037037,4.625,2.9212962962963,2.85185185185185,1.875,8.54166666666667,3.16203703703704,1.05092592592593,2.0787037037037,0.439814814814815,0.962962962962963,8.96296296296296,0.342592592592593
"58",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
