"","all_star_status","team_id","team_full_name","link","season","team_code","file_code","team_abbreviation","team_name","location_name","first_year_of_play","short_name","franchise_name","club_name","active","spring_league_id","spring_league_name","spring_league_link","spring_league_abbreviation","venue_id","venue_name","venue_link","spring_venue_id","spring_venue_link","league_id","league_name","league_link","division_id","division_name","division_link","sport_id","sport_link","sport_name","parent_org_name","parent_org_id"
"57","N",564,"Jacksonville Jumbo Shrimp","/api/v1/teams/564",2022,"jax","t564","JAX","Jumbo Shrimp","Jacksonville","1970","Jacksonville","Jacksonville","Jumbo Shrimp",TRUE,NA,"","","",2852,"121 Financial Ballpark","/api/v1/venues/2852",NA,"",117,"International League","/api/v1/league/117",219,"International League East","/api/v1/divisions/219",11,"/api/v1/sports/11","Triple-A","Miami Marlins",146
"58","N",568,"Norfolk Tides","/api/v1/teams/568",2022,"nor","t568","NOR","Tides","Norfolk","1961","Norfolk","Norfolk","Tides",TRUE,NA,"","","",2781,"Harbor Park","/api/v1/venues/2781",NA,"",117,"International League","/api/v1/league/117",219,"International League East","/api/v1/divisions/219",11,"/api/v1/sports/11","Triple-A","Baltimore Orioles",110
"59","N",5434,"Sugar Land Space Cowboys","/api/v1/teams/5434",2022,"sls","t5434","SUG","Space Cowboys","Sugar Land","2012","Sugar Land","Sugar Land","Space Cowboys",TRUE,NA,"","","",5421,"Constellation Field","/api/v1/venues/5421",NA,"",112,"Pacific Coast League","/api/v1/league/112",233,"Pacific Coast League East","/api/v1/divisions/233",11,"/api/v1/sports/11","Triple-A","Houston Astros",117
"60","N",445,"Columbus Clippers","/api/v1/teams/445",2022,"col","t445","COL","Clippers","Columbus","1977","Columbus","Columbus","Clippers",TRUE,NA,"","","",3970,"Huntington Park","/api/v1/venues/3970",NA,"",117,"International League","/api/v1/league/117",221,"International League West","/api/v1/divisions/221",11,"/api/v1/sports/11","Triple-A","Cleveland Guardians",114
"61","N",452,"Altoona Curve","/api/v1/teams/452",2022,"alt","t452","ALT","Curve","Altoona","1999","Altoona","Altoona","Curve",TRUE,NA,"","","",2733,"Peoples Natural Gas Field","/api/v1/venues/2733",NA,"",113,"Eastern League","/api/v1/league/113",213,"Eastern League Southwest","/api/v1/divisions/213",12,"/api/v1/sports/12","Double-A","Pittsburgh Pirates",134
"62","N",260,"Tulsa Drillers","/api/v1/teams/260",2022,"tul","t260","TUL","Drillers","Tulsa","1977","Tulsa","Tulsa","Drillers",TRUE,NA,"","","",4149,"ONEOK Field","/api/v1/venues/4149",NA,"",109,"Texas League","/api/v1/league/109",241,"Texas League North","/api/v1/divisions/241",12,"/api/v1/sports/12","Double-A","Los Angeles Dodgers",119
"63","N",1350,"Northwest Arkansas Naturals","/api/v1/teams/1350",2022,"nwa","t1350","NWA","Naturals","Springdale","2008","NW Arkansas","NW Arkansas","Naturals",TRUE,NA,"","","",3329,"Arvest Ballpark","/api/v1/venues/3329",NA,"",109,"Texas League","/api/v1/league/109",241,"Texas League North","/api/v1/divisions/241",12,"/api/v1/sports/12","Double-A","Kansas City Royals",118
"64","N",522,"Reading Fightin Phils","/api/v1/teams/522",2022,"rea","t522","REA","Fightin Phils","Reading","1952","Reading","Reading","Fightin Phils",TRUE,NA,"","","",2769,"FirstEnergy Stadium","/api/v1/venues/2769",NA,"",113,"Eastern League","/api/v1/league/113",212,"Eastern League Northeast","/api/v1/divisions/212",12,"/api/v1/sports/12","Double-A","Philadelphia Phillies",143
"65","N",463,"New Hampshire Fisher Cats","/api/v1/teams/463",2022,"nhm","t463","NH","Fisher Cats","Manchester","2004","New Hampshire","New Hampshire","Fisher Cats",TRUE,NA,"","","",2868,"Delta Dental Stadium","/api/v1/venues/2868",NA,"",113,"Eastern League","/api/v1/league/113",212,"Eastern League Northeast","/api/v1/divisions/212",12,"/api/v1/sports/12","Double-A","Toronto Blue Jays",141
"66","N",3410,"Richmond Flying Squirrels","/api/v1/teams/3410",2022,"ric","t3410","RIC","Flying Squirrels","Richmond","2010","Richmond","Richmond","Flying Squirrels",TRUE,NA,"","","",2853,"The Diamond","/api/v1/venues/2853",NA,"",113,"Eastern League","/api/v1/league/113",213,"Eastern League Southwest","/api/v1/divisions/213",12,"/api/v1/sports/12","Double-A","San Francisco Giants",137
"67","N",402,"Akron RubberDucks","/api/v1/teams/402",2022,"akr","t402","AKR","RubberDucks","Akron","1989","Akron","Akron","RubberDucks",TRUE,NA,"","","",2740,"Canal Park","/api/v1/venues/2740",NA,"",113,"Eastern League","/api/v1/league/113",213,"Eastern League Southwest","/api/v1/divisions/213",12,"/api/v1/sports/12","Double-A","Cleveland Guardians",114
"68","N",5015,"Biloxi Shuckers","/api/v1/teams/5015",2022,"blx","t5015","BLX","Shuckers","Biloxi","2015","Biloxi","Biloxi","Shuckers",TRUE,NA,"","","",4960,"MGM Park","/api/v1/venues/4960",NA,"",111,"Southern League","/api/v1/league/111",240,"Southern League South","/api/v1/divisions/240",12,"/api/v1/sports/12","Double-A","Milwaukee Brewers",158
"69","N",538,"Hartford Yard Goats","/api/v1/teams/538",2022,"hfd","t538","HFD","Yard Goats","Hartford","1983","Hartford","Hartford","Yard Goats",TRUE,NA,"","","",4985,"Dunkin' Donuts Park","/api/v1/venues/4985",NA,"",113,"Eastern League","/api/v1/league/113",212,"Eastern League Northeast","/api/v1/divisions/212",12,"/api/v1/sports/12","Double-A","Colorado Rockies",115
"70","N",4124,"Pensacola Blue Wahoos","/api/v1/teams/4124",2022,"pen","t4124","PNS","Blue Wahoos","Pensacola","2012","Pensacola","Pensacola","Blue Wahoos",TRUE,NA,"","","",4329,"Blue Wahoos Stadium","/api/v1/venues/4329",NA,"",111,"Southern League","/api/v1/league/111",240,"Southern League South","/api/v1/divisions/240",12,"/api/v1/sports/12","Double-A","Miami Marlins",146
"71","N",540,"Frisco RoughRiders","/api/v1/teams/540",2022,"fri","t540","FRI","RoughRiders","Frisco","2003","Frisco","Frisco","RoughRiders",TRUE,NA,"","","",2755,"Riders Field","/api/v1/venues/2755",NA,"",109,"Texas League","/api/v1/league/109",242,"Texas League South","/api/v1/divisions/242",12,"/api/v1/sports/12","Double-A","Texas Rangers",140
"72","N",546,"Portland Sea Dogs","/api/v1/teams/546",2022,"prt","t546","POR","Sea Dogs","Portland","1994","Portland","Portland","Sea Dogs",TRUE,NA,"","","",2779,"Hadlock Field","/api/v1/venues/2779",NA,"",113,"Eastern League","/api/v1/league/113",212,"Eastern League Northeast","/api/v1/divisions/212",12,"/api/v1/sports/12","Double-A","Boston Red Sox",111
"73","N",482,"Corpus Christi Hooks","/api/v1/teams/482",2022,"cor","t482","CC","Hooks","Corpus Christi","1974","Corpus Christi","Corpus Christi","Hooks",TRUE,NA,"","","",2861,"Whataburger Field","/api/v1/venues/2861",NA,"",109,"Texas League","/api/v1/league/109",242,"Texas League South","/api/v1/divisions/242",12,"/api/v1/sports/12","Double-A","Houston Astros",117
"74","N",418,"Bowie Baysox","/api/v1/teams/418",2022,"bow","t418","BOW","Baysox","Bowie","1993","Bowie","Bowie","Baysox",TRUE,NA,"","","",2832,"Prince George's Stadium","/api/v1/venues/2832",NA,"",113,"Eastern League","/api/v1/league/113",213,"Eastern League Southwest","/api/v1/divisions/213",12,"/api/v1/sports/12","Double-A","Baltimore Orioles",110
"75","N",547,"Harrisburg Senators","/api/v1/teams/547",2022,"har","t547","HBG","Senators","Harrisburg","1932","Harrisburg","Harrisburg","Senators",TRUE,NA,"","","",2749,"FNB Field","/api/v1/venues/2749",NA,"",113,"Eastern League","/api/v1/league/113",213,"Eastern League Southwest","/api/v1/divisions/213",12,"/api/v1/sports/12","Double-A","Washington Nationals",120
"76","N",1956,"Somerset Patriots","/api/v1/teams/1956",2022,"som","t1956","SOM","Patriots","Bridgewater","1998","Somerset","Somerset","Patriots",TRUE,NA,"","","",5418,"TD Bank Ballpark","/api/v1/venues/5418",NA,"",113,"Eastern League","/api/v1/league/113",212,"Eastern League Northeast","/api/v1/divisions/212",12,"/api/v1/sports/12","Double-A","New York Yankees",147
"77","N",421,"Montgomery Biscuits","/api/v1/teams/421",2022,"mon","t421","MTG","Biscuits","Montgomery","1951","Montgomery","Montgomery","Biscuits",TRUE,NA,"","","",2814,"Montgomery Riverwalk Stadium","/api/v1/venues/2814",NA,"",111,"Southern League","/api/v1/league/111",240,"Southern League South","/api/v1/divisions/240",12,"/api/v1/sports/12","Double-A","Tampa Bay Rays",139
"78","N",553,"Tennessee Smokies","/api/v1/teams/553",2022,"ten","t553","TNS","Smokies","Kodak","1932","Tennessee","Tennessee","Smokies",TRUE,NA,"","","",2848,"Smokies Stadium","/api/v1/venues/2848",NA,"",111,"Southern League","/api/v1/league/111",239,"Southern League North","/api/v1/divisions/239",12,"/api/v1/sports/12","Double-A","Chicago Cubs",112
"79","N",106,"Erie SeaWolves","/api/v1/teams/106",2022,"esw","t106","ERI","SeaWolves","Erie","1995","Erie","Erie","SeaWolves",TRUE,NA,"","","",2512,"UPMC Park","/api/v1/venues/2512",NA,"",113,"Eastern League","/api/v1/league/113",213,"Eastern League Southwest","/api/v1/divisions/213",12,"/api/v1/sports/12","Double-A","Detroit Tigers",116
"80","N",237,"Midland RockHounds","/api/v1/teams/237",2022,"mro","t237","MID","RockHounds","Midland","1972","Midland","Midland","RockHounds",TRUE,NA,"","","",2768,"Momentum Bank Ballpark","/api/v1/venues/2768",NA,"",109,"Texas League","/api/v1/league/109",242,"Texas League South","/api/v1/divisions/242",12,"/api/v1/sports/12","Double-A","Oakland Athletics",133
"81","N",430,"Mississippi Braves","/api/v1/teams/430",2022,"msb","t430","MIS","Braves","Pearl","2005","Mississippi","Mississippi","Braves",TRUE,NA,"","","",2813,"Trustmark Park","/api/v1/venues/2813",NA,"",111,"Southern League","/api/v1/league/111",240,"Southern League South","/api/v1/divisions/240",12,"/api/v1/sports/12","Double-A","Atlanta Braves",144
"82","N",559,"Rocket City Trash Pandas","/api/v1/teams/559",2022,"roc","t559","RCT","Trash Pandas","Madison","1985","Rocket City","Rocket City","Trash Pandas",TRUE,NA,"","","",5455,"Toyota Field","/api/v1/venues/5455",NA,"",111,"Southern League","/api/v1/league/111",239,"Southern League North","/api/v1/divisions/239",12,"/api/v1/sports/12","Double-A","Los Angeles Angels",108
"83","N",498,"Chattanooga Lookouts","/api/v1/teams/498",2022,"cng","t498","CHA","Lookouts","Chattanooga","1932","Chattanooga","Chattanooga","Lookouts",TRUE,NA,"","","",2682,"AT&T Field","/api/v1/venues/2682",NA,"",111,"Southern League","/api/v1/league/111",239,"Southern League North","/api/v1/divisions/239",12,"/api/v1/sports/12","Double-A","Cincinnati Reds",113
"84","N",247,"Birmingham Barons","/api/v1/teams/247",2022,"bir","t247","BIR","Barons","Birmingham","1932","Birmingham","Birmingham","Barons",TRUE,NA,"","","",4529,"Regions Field","/api/v1/venues/4529",NA,"",111,"Southern League","/api/v1/league/111",239,"Southern League North","/api/v1/divisions/239",12,"/api/v1/sports/12","Double-A","Chicago White Sox",145
"85","N",5368,"Amarillo Sod Poodles","/api/v1/teams/5368",2022,"ama","t5368","AMA","Sod Poodles","Amarillo","2019","Amarillo","Amarillo","Sod Poodles",TRUE,NA,"","","",5415,"Hodgetown","/api/v1/venues/5415",NA,"",109,"Texas League","/api/v1/league/109",242,"Texas League South","/api/v1/divisions/242",12,"/api/v1/sports/12","Double-A","Arizona Diamondbacks",109
"86","N",440,"Springfield Cardinals","/api/v1/teams/440",2022,"spr","t440","SPR","Cardinals","Springfield","2005","Springfield","Springfield","Cardinals",TRUE,NA,"","","",2722,"Hammons Field","/api/v1/venues/2722",NA,"",109,"Texas League","/api/v1/league/109",241,"Texas League North","/api/v1/divisions/241",12,"/api/v1/sports/12","Double-A","St. Louis Cardinals",138
"87","N",505,"Binghamton Rumble Ponies","/api/v1/teams/505",2022,"bin","t505","BNG","Rumble Ponies","Binghamton","1992","Binghamton","Binghamton","Rumble Ponies",TRUE,NA,"","","",2820,"Mirabito Stadium","/api/v1/venues/2820",NA,"",113,"Eastern League","/api/v1/league/113",212,"Eastern League Northeast","/api/v1/divisions/212",12,"/api/v1/sports/12","Double-A","New York Mets",121
"88","N",3898,"Wichita Wind Surge","/api/v1/teams/3898",2022,"wch","t3898","WCH","Wind Surge","Wichita","1970","Wichita","Wichita","Wind Surge",TRUE,NA,"","","",5450,"Riverfront Stadium","/api/v1/venues/5450",NA,"",109,"Texas League","/api/v1/league/109",241,"Texas League North","/api/v1/divisions/241",12,"/api/v1/sports/12","Double-A","Minnesota Twins",142
"89","N",574,"Arkansas Travelers","/api/v1/teams/574",2022,"ark","t574","ARK","Travelers","North Little Rock","1932","Arkansas","Arkansas","Travelers",TRUE,NA,"","","",3389,"Dickey-Stephens Park","/api/v1/venues/3389",NA,"",109,"Texas League","/api/v1/league/109",241,"Texas League North","/api/v1/divisions/241",12,"/api/v1/sports/12","Double-A","Seattle Mariners",136
"90","N",510,"San Antonio Missions","/api/v1/teams/510",2022,"san","t510","SA","Missions","San Antonio","1946","San Antonio","San Antonio","Missions",TRUE,NA,"","","",2818,"Nelson Wolff Stadium","/api/v1/venues/2818",NA,"",109,"Texas League","/api/v1/league/109",242,"Texas League South","/api/v1/divisions/242",12,"/api/v1/sports/12","Double-A","San Diego Padres",135
"91","N",448,"Hickory Crawdads","/api/v1/teams/448",2022,"hic","t448","HIC","Crawdads","Hickory","1993","Hickory","Hickory","Crawdads",TRUE,NA,"","","",2796,"L.P. Frans Stadium","/api/v1/venues/2796",NA,"",116,"South Atlantic League","/api/v1/league/116",238,"South Atlantic League South","/api/v1/divisions/238",13,"/api/v1/sports/13","High-A","Texas Rangers",140
"92","N",2498,"Bowling Green Hot Rods","/api/v1/teams/2498",2022,"bgr","t2498","BG","Hot Rods","Bowling Green","2009","Bowling Green","Bowling Green","Hot Rods",TRUE,NA,"","","",3569,"Bowling Green Ballpark","/api/v1/venues/3569",NA,"",116,"South Atlantic League","/api/v1/league/116",238,"South Atlantic League South","/api/v1/divisions/238",13,"/api/v1/sports/13","High-A","Tampa Bay Rays",139
"93","N",580,"Winston-Salem Dash","/api/v1/teams/580",2022,"wsw","t580","WS","Dash","Winston-Salem","1945","Winston-Salem","Winston-Salem","Dash",TRUE,NA,"","","",4089,"Truist Stadium","/api/v1/venues/4089",NA,"",116,"South Atlantic League","/api/v1/league/116",238,"South Atlantic League South","/api/v1/divisions/238",13,"/api/v1/sports/13","High-A","Chicago White Sox",145
"94","N",453,"Brooklyn Cyclones","/api/v1/teams/453",2022,"bro","t453","BRK","Cyclones","Brooklyn","2001","Brooklyn","Brooklyn","Cyclones",TRUE,NA,"","","",2795,"Maimonides Park","/api/v1/venues/2795",NA,"",116,"South Atlantic League","/api/v1/league/116",237,"South Atlantic League North","/api/v1/divisions/237",13,"/api/v1/sports/13","High-A","New York Mets",121
"95","N",582,"West Michigan Whitecaps","/api/v1/teams/582",2022,"wmi","t582","WM","Whitecaps","Comstock Park","1982","West Michigan","West Michigan","Whitecaps",TRUE,NA,"","","",2765,"LMCU Ballpark","/api/v1/venues/2765",NA,"",118,"Midwest League","/api/v1/league/118",224,"Midwest League East","/api/v1/divisions/224",13,"/api/v1/sports/13","High-A","Detroit Tigers",116
"96","N",584,"Fort Wayne TinCaps","/api/v1/teams/584",2022,"ftw","t584","FW","TinCaps","Fort Wayne","1993","Fort Wayne","Fort Wayne","TinCaps",TRUE,NA,"","","",3790,"Parkview Field","/api/v1/venues/3790",NA,"",118,"Midwest League","/api/v1/league/118",224,"Midwest League East","/api/v1/divisions/224",13,"/api/v1/sports/13","High-A","San Diego Padres",135
"97","N",456,"Great Lakes Loons","/api/v1/teams/456",2022,"swm","t456","GL","Loons","Midland","1995","Great Lakes","Great Lakes","Loons",TRUE,NA,"","","",3189,"Dow Diamond","/api/v1/venues/3189",NA,"",118,"Midwest League","/api/v1/league/118",224,"Midwest League East","/api/v1/divisions/224",13,"/api/v1/sports/13","High-A","Los Angeles Dodgers",119
"98","N",459,"Dayton Dragons","/api/v1/teams/459",2022,"day","t459","DAY","Dragons","Dayton","2000","Dayton","Dayton","Dragons",TRUE,NA,"","","",2766,"Day Air Ballpark","/api/v1/venues/2766",NA,"",118,"Midwest League","/api/v1/league/118",224,"Midwest League East","/api/v1/divisions/224",13,"/api/v1/sports/13","High-A","Cincinnati Reds",113
"99","N",460,"Tri-City Dust Devils","/api/v1/teams/460",2022,"tri","t460","TRI","Dust Devils","Pasco","2001","Tri-City","Tri-City","Dust Devils",TRUE,NA,"","","",2826,"Gesa Stadium","/api/v1/venues/2826",NA,"",126,"Northwest League","/api/v1/league/126",NA,NA,NA,13,"/api/v1/sports/13","High-A","Los Angeles Angels",108
"100","N",461,"Eugene Emeralds","/api/v1/teams/461",2022,"eug","t461","EUG","Emeralds","Eugene","1955","Eugene","Eugene","Emeralds",TRUE,NA,"","","",4109,"PK Park","/api/v1/venues/4109",NA,"",126,"Northwest League","/api/v1/league/126",NA,NA,NA,13,"/api/v1/sports/13","High-A","San Francisco Giants",137
"101","N",403,"Everett AquaSox","/api/v1/teams/403",2022,"eve","t403","EVE","AquaSox","Everett","1984","Everett","Everett","AquaSox",TRUE,NA,"","","",2762,"Funko Field","/api/v1/venues/2762",NA,"",126,"Northwest League","/api/v1/league/126",NA,NA,NA,13,"/api/v1/sports/13","High-A","Seattle Mariners",136
"102","N",537,"Hudson Valley Renegades","/api/v1/teams/537",2022,"hvr","t537","HV","Renegades","Wappingers Falls","1994","Hudson Valley","Hudson Valley","Renegades",TRUE,NA,"","","",2757,"Dutchess Stadium","/api/v1/venues/2757",NA,"",116,"South Atlantic League","/api/v1/league/116",237,"South Atlantic League North","/api/v1/divisions/237",13,"/api/v1/sports/13","High-A","New York Yankees",147
"103","N",477,"Greensboro Grasshoppers","/api/v1/teams/477",2022,"gbo","t477","GBO","Grasshoppers","Greensboro","1945","Greensboro","Greensboro","Grasshoppers",TRUE,NA,"","","",2723,"First National Bank Field","/api/v1/venues/2723",NA,"",116,"South Atlantic League","/api/v1/league/116",237,"South Atlantic League North","/api/v1/divisions/237",13,"/api/v1/sports/13","High-A","Pittsburgh Pirates",134
"104","N",419,"Hillsboro Hops","/api/v1/teams/419",2022,"hil","t419","HIL","Hops","Hillsboro","1946","Hillsboro","Hillsboro","Hops",TRUE,NA,"","","",4429,"Ron Tonkin Field","/api/v1/venues/4429",NA,"",126,"Northwest League","/api/v1/league/126",NA,NA,NA,13,"/api/v1/sports/13","High-A","Arizona Diamondbacks",109
"105","N",550,"South Bend Cubs","/api/v1/teams/550",2022,"sou","t550","SB","Cubs","South Bend","1988","South Bend","South Bend","Cubs",TRUE,NA,"","","",2850,"Four Winds Field","/api/v1/venues/2850",NA,"",118,"Midwest League","/api/v1/league/118",225,"Midwest League West","/api/v1/divisions/225",13,"/api/v1/sports/13","High-A","Chicago Cubs",112
"106","N",486,"Spokane Indians","/api/v1/teams/486",2022,"spo","t486","SPO","Indians","Spokane","1946","Spokane","Spokane","Indians",TRUE,NA,"","","",2730,"Avista Stadium","/api/v1/venues/2730",NA,"",126,"Northwest League","/api/v1/league/126",NA,NA,NA,13,"/api/v1/sports/13","High-A","Colorado Rockies",115
"107","N",488,"Aberdeen IronBirds","/api/v1/teams/488",2022,"abe","t488","ABD","IronBirds","Aberdeen","2002","Aberdeen","Aberdeen","IronBirds",TRUE,NA,"","","",2837,"Leidos Field at Ripken Stadium","/api/v1/venues/2837",NA,"",116,"South Atlantic League","/api/v1/league/116",237,"South Atlantic League North","/api/v1/divisions/237",13,"/api/v1/sports/13","High-A","Baltimore Orioles",110
"108","N",554,"Beloit Sky Carp","/api/v1/teams/554",2022,"bel","t554","BEL","Sky Carp","Beloit","1982","Beloit","Beloit","Sky Carp",TRUE,NA,"","","",5525,"ABC Supply Stadium","/api/v1/venues/5525",NA,"",118,"Midwest League","/api/v1/league/118",225,"Midwest League West","/api/v1/divisions/225",13,"/api/v1/sports/13","High-A","Miami Marlins",146
"109","N",426,"Wilmington Blue Rocks","/api/v1/teams/426",2022,"wil","t426","WIL","Blue Rocks","Wilmington","1993","Wilmington","Wilmington","Blue Rocks",TRUE,NA,"","","",2793,"Frawley Stadium","/api/v1/venues/2793",NA,"",116,"South Atlantic League","/api/v1/league/116",237,"South Atlantic League North","/api/v1/divisions/237",13,"/api/v1/sports/13","High-A","Washington Nationals",120
"110","N",427,"Jersey Shore BlueClaws","/api/v1/teams/427",2022,"jer","t427","JS","BlueClaws","Lakewood","2001","Jersey Shore","Jersey Shore","BlueClaws",TRUE,NA,"","","",2866,"ShoreTown Ballpark","/api/v1/venues/2866",NA,"",116,"South Atlantic League","/api/v1/league/116",237,"South Atlantic League North","/api/v1/divisions/237",13,"/api/v1/sports/13","High-A","Philadelphia Phillies",143
"111","N",492,"Cedar Rapids Kernels","/api/v1/teams/492",2022,"ced","t492","CR","Kernels","Cedar Rapids","1962","Cedar Rapids","Cedar Rapids","Kernels",TRUE,NA,"","","",2857,"Perfect Game Field","/api/v1/venues/2857",NA,"",118,"Midwest League","/api/v1/league/118",225,"Midwest League West","/api/v1/divisions/225",13,"/api/v1/sports/13","High-A","Minnesota Twins",142
"112","N",428,"Greenville Drive","/api/v1/teams/428",2022,"cap","t428","GVL","Drive","Greenville","2005","Greenville","Greenville","Drive",TRUE,NA,"","","",3429,"Fluor Field at the West End","/api/v1/venues/3429",NA,"",116,"South Atlantic League","/api/v1/league/116",238,"South Atlantic League South","/api/v1/divisions/238",13,"/api/v1/sports/13","High-A","Boston Red Sox",111
"113","N",432,"Rome Braves","/api/v1/teams/432",2022,"rom","t432","ROM","Braves","Rome","2003","Rome","Rome","Braves",TRUE,NA,"","","",2851,"AdventHealth Stadium","/api/v1/venues/2851",NA,"",116,"South Atlantic League","/api/v1/league/116",238,"South Atlantic League South","/api/v1/divisions/238",13,"/api/v1/sports/13","High-A","Atlanta Braves",144
"114","N",499,"Lansing Lugnuts","/api/v1/teams/499",2022,"lan","t499","LAN","Lugnuts","Lansing","1996","Lansing","Lansing","Lugnuts",TRUE,NA,"","","",2822,"Jackson Field","/api/v1/venues/2822",NA,"",118,"Midwest League","/api/v1/league/118",224,"Midwest League East","/api/v1/divisions/224",13,"/api/v1/sports/13","High-A","Oakland Athletics",133
"115","N",435,"Vancouver Canadians","/api/v1/teams/435",2022,"van","t435","VAN","Canadians","Vancouver","1967","Vancouver","Vancouver","Canadians",TRUE,NA,"","","",2817,"Nat Bailey Stadium","/api/v1/venues/2817",NA,"",126,"Northwest League","/api/v1/league/126",NA,NA,NA,13,"/api/v1/sports/13","High-A","Toronto Blue Jays",141
"116","N",565,"Quad Cities River Bandits","/api/v1/teams/565",2022,"qcs","t565","QC","River Bandits","Davenport","1960","Quad Cities","Quad Cities","River Bandits",TRUE,NA,"","","",2790,"Modern Woodmen Park","/api/v1/venues/2790",NA,"",118,"Midwest League","/api/v1/league/118",225,"Midwest League West","/api/v1/divisions/225",13,"/api/v1/sports/13","High-A","Kansas City Royals",118
"117","N",437,"Lake County Captains","/api/v1/teams/437",2022,"lco","t437","LC","Captains","Eastlake","2003","Lake County","Lake County","Captains",TRUE,NA,"","","",2759,"Classic Park","/api/v1/venues/2759",NA,"",118,"Midwest League","/api/v1/league/118",224,"Midwest League East","/api/v1/divisions/224",13,"/api/v1/sports/13","High-A","Cleveland Guardians",114
